"","adj.P.Val","P.Value","t","B","logFC","Platform.ORF","Gene.title","Chromosome.annotation","Entrez.ID","Standard.Error","Probablity","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Entrez.id","GO.Component.ID","GO.Component","GO.Process.ID","GO.Process","GO.Function.ID","GO.Function","Gene.symbol"
"A_12_P114272",0.369269439595568,0.189108898416723,-1.59447825128311,-5.32350603252272,-0.66330686878948,"ZK666.11","hypothetical protein","chrII:10484358-10484417",3565448,0.599487734929929,0.00485197318383829,NA,NA,NA,NA,NA,NA,3565448,"","","","","","","ZK666.11"
"A_12_P108298",0.48507893999169,0.302974911932163,1.41513166631786,-5.32391425317204,0.934799697376162,"F58A4.1","hypothetical protein","chrIII:9599830-9599889",176355,1.58341853783193,0.0048500025167374,NA,NA,NA,NA,NA,NA,176355,"","","","","","","F58A4.1"
"A_12_P177229",0.369317073298235,0.189237644188054,-1.59388991786037,-5.32419231549054,-3.78206583425532,"clec-35","C-type LECtin","chrV:16852397-16852338",190827,3.41944142148118,0.00484866063928234,NA,NA,NA,NA,NA,NA,190827,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","GO:0030246","carbohydrate binding","clec-35"
"A_12_P115804",0.369317504066162,0.189257145388329,1.59380083911394,-5.32429622077888,0.877588179918184,"F53H2.1","hypothetical protein","chrV:20388655-20388714",186191,0.793489385263434,0.0048481593063564,NA,NA,NA,NA,NA,NA,186191,"","","","","","","F53H2.1"
"A_12_P172772",0.407067365595004,0.224413019090746,-1.54865011837172,-5.32449878693468,-1.50359452406412,"Y48G8AL.10","hypothetical protein","chrI:1150067-1150008",3565634,1.62999517414992,0.00484718209262816,NA,NA,NA,NA,NA,NA,3565634,"GO:0005634","nucleus","GO:0006357///GO:0045944","regulation of transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II","GO:0000978///GO:0001228","RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity, RNA polymerase II-specific","Y48G8AL.10"
"A_12_P106772",0.485295500515502,0.303363525093846,-1.41355286883336,-5.32545909011941,-0.933756784235389,"C23G10.1","hypothetical protein","chrIII:6212695-6212754",175880,1.58341853783193,0.00484255209262444,NA,NA,NA,NA,NA,NA,175880,"GO:0005634///GO:0005737","nucleus///cytoplasm","GO:0006470","protein dephosphorylation","GO:0004721///GO:0004722///GO:0016787///GO:0046872///GO:0106306///GO:0106307","phosphoprotein phosphatase activity///protein serine/threonine phosphatase activity///hydrolase activity///metal ion binding///protein serine phosphatase activity///protein threonine phosphatase activity","C23G10.1"
"A_12_P137688",0.369621065191431,0.189625918341665,-1.59211813892255,-5.32625880332431,-0.823519231251034,"D1007.19","hypothetical protein","chrI:4589663-4589604",4926976,0.745388799585181,0.00483869971897715,NA,NA,NA,NA,NA,NA,4926976,"","","","","","","D1007.19"
"A_12_P105454",0.36976378189984,0.18974479184326,-1.59157645109,-5.3268905120888,-1.07294669461352,"Y48B6A.5","hypothetical protein","chrII:14172932-14172873",190017,0.971482650176389,0.00483565881145282,NA,NA,NA,NA,NA,NA,190017,"GO:0005856","cytoskeleton","","","","","Y48B6A.5"
"A_12_P113939",0.369767437372961,0.18979657761686,1.59134058230272,-5.32716556710942,0.638976165388848,"T06A10.3","hypothetical protein","chrIV:16866342-16866401",178471,0.578636636820962,0.0048343353512545,NA,NA,NA,NA,NA,NA,178471,"GO:0005737","cytoplasm","","","GO:0046872","metal ion binding","T06A10.3"
"A_12_P103432",0.370070570494612,0.190068090447716,1.59010502109299,-5.32860628133096,0.653534339160273,"ehs-1","Eps15 (endocytosis protein) Homologous Sequence","chrII:5823589-5823648",173985,0.592279921898079,0.00482740906855789,NA,NA,NA,NA,NA,NA,173985,"GO:0005737///GO:0005886///GO:0030132///GO:0030424///GO:0045202///GO:0098793","cytoplasm///plasma membrane///clathrin coat of coated pit///axon///synapse///presynapse","GO:0006897///GO:0007268///GO:0016197///GO:0048488","endocytosis///chemical synaptic transmission///endosomal transport///synaptic vesicle endocytosis","GO:0005515","protein binding","ehs-1"
"A_12_P119258",0.408252663872639,0.225278920368761,-1.5448247136794,-5.32865160410385,-1.00893318476975,"F25C8.4","hypothetical protein","chrV:20902635-20902694",180375,1.09645822910849,0.00482719133807589,NA,NA,NA,NA,NA,NA,180375,"","","","","GO:0016405","CoA-ligase activity","F25C8.4"
"A_12_P142891",0.408252663872639,0.225278920368761,-1.5448247136794,-5.32865160410385,-1.00893318476975,"tag-299","Temporarily Assigned Gene name","chrX:14979908-14979967",181594,1.09645822910849,0.00482719133807589,NA,NA,NA,NA,NA,NA,181594,"GO:0005739///GO:0005743///GO:0016020///GO:0016021///GO:0031305///GO:1990246","mitochondrion///mitochondrial inner membrane///membrane///integral component of membrane///integral component of mitochondrial inner membrane///uniplex complex","GO:0006811///GO:0006816///GO:0006851///GO:0036444///GO:0051560","ion transport///calcium ion transport///mitochondrial calcium ion transmembrane transport///calcium import into the mitochondrion///mitochondrial calcium ion homeostasis","","","tag-299"
"A_12_P100482",0.408252663872639,0.225279595778324,-1.54482173630593,-5.3286548361262,-0.976720114957995,"ZC395.4","hypothetical protein","chrIII:5270910-5270969",191151,1.06145271835953,0.00482717581182232,NA,NA,NA,NA,NA,NA,191151,"","","","","","","ZC395.4"
"A_12_P105182",0.370178287066056,0.190148291563912,-1.58974040607623,-5.32903139923481,-2.05335641500889,"F37H8.5","hypothetical protein","chrII:11189249-11189308",3564874,1.86132638651981,0.00482536718729005,NA,NA,NA,NA,NA,NA,3564874,"GO:0005576///GO:0005737","extracellular region///cytoplasm","","","GO:0016491","oxidoreductase activity","F37H8.5"
"A_12_P101624",0.370366621766011,0.190278147992655,-1.58915038549215,-5.32971928897009,-1.06138810364679,"F15G9.5","hypothetical protein","chrX:9733340-9733281",181185,0.962484236627634,0.0048220650086101,NA,NA,NA,NA,NA,NA,181185,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","F15G9.5"
"A_12_P106425",0.370547791650205,0.190467948660293,-1.58828875579428,-5.33072375901305,-1.28417515926063,"lin-23","abnormal cell LINeage","chrII:6374401-6374460",174058,1.16514294773019,0.00481724714178413,NA,NA,NA,NA,NA,NA,174058,"GO:0005634///GO:0005737///GO:0005829///GO:0043223","nucleus///cytoplasm///cytosol///cytoplasmic SCF ubiquitin ligase complex","GO:0006511///GO:0007049///GO:0007275///GO:0008285///GO:0010826///GO:0031647///GO:0048812///GO:0051301","ubiquitin-dependent protein catabolic process///cell cycle///multicellular organism development///negative regulation of cell population proliferation///negative regulation of centrosome duplication///regulation of protein stability///neuron projection morphogenesis///cell division","GO:0008013///GO:0019902///GO:0046983","beta-catenin binding///phosphatase binding///protein dimerization activity","lin-23"
"A_12_P114630",0.486821953673203,0.304751755230683,-1.40793416796145,-5.33095844967683,-0.930045214492637,"K06A9.2","hypothetical protein","chrX:1539647-1539899",180493,1.58341853783193,0.00481612215580102,NA,NA,NA,NA,NA,NA,180493,"","","","","","","K06A9.2"
"A_12_P132991",0.486821953673203,0.304751755230683,-1.40793416796145,-5.33095844967683,-0.930045214492637,"EEED8.10","hypothetical protein","chrII:5396187-5396074",173919,1.58341853783193,0.00481612215580102,NA,NA,NA,NA,NA,NA,173919,"GO:0019005","SCF ubiquitin ligase complex","GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","GO:0003676///GO:0003723","nucleic acid binding///RNA binding","EEED8.10"
"A_12_P101559",0.370742762541507,0.190665232741298,1.58739410339374,-5.33176662323652,0.841521321972894,"F10C5.2","hypothetical protein","chrIII:475006-475065",175204,0.763949707665466,0.00481225018857733,NA,NA,NA,NA,NA,NA,175204,"GO:0005635///GO:0005637///GO:0016020///GO:0016021","nuclear envelope///nuclear inner membrane///membrane///integral component of membrane","","","","","F10C5.2"
"A_12_P110082",0.370902098679888,0.190928765151053,-1.58620053123331,-5.33315776346032,-0.711035225060454,"ubc-25","UBiquitin Conjugating enzyme","chrI:10564823-10564882",172941,0.645977561713955,0.00480559247686199,NA,NA,NA,NA,NA,NA,172941,"GO:0005634///GO:0005737///GO:0005829///GO:0043025","nucleus///cytoplasm///cytosol///neuronal cell body","GO:0000209///GO:0016567///GO:0040011","protein polyubiquitination///protein ubiquitination///locomotion","GO:0000166///GO:0005524///GO:0016740///GO:0061631","nucleotide binding///ATP binding///transferase activity///ubiquitin conjugating enzyme activity","ubc-25"
"A_12_P113522",0.370902098679888,0.190935338884367,-1.58617077993062,-5.33319243699569,-0.795928856929407,"tag-348","Temporarily Assigned Gene name","chrV:12238387-12238493",188070,0.723117235215561,0.00480542665356939,NA,NA,NA,NA,NA,NA,188070,"","","","","","","tag-348"
"A_12_P156945",0.370902098679888,0.190947854412485,-1.58611414029732,-5.33325844710367,-1.08015868595576,"F21D5.7","hypothetical protein","chrIV:8741878-8741819",259584,0.981380745213525,0.00480511098146952,NA,NA,NA,NA,NA,NA,259584,"GO:0005737///GO:0005786///GO:0005829///GO:0048500","cytoplasm///signal recognition particle, endoplasmic reticulum targeting///cytosol///signal recognition particle","GO:0006614///GO:0006616///GO:0045047","SRP-dependent cotranslational protein targeting to membrane///SRP-dependent cotranslational protein targeting to membrane, translocation///protein targeting to ER","GO:0000166///GO:0003723///GO:0003924///GO:0005525///GO:0008312///GO:0030942","nucleotide binding///RNA binding///GTPase activity///GTP binding///7S RNA binding///endoplasmic reticulum signal peptide binding","F21D5.7"
"A_12_P112946",0.371060359386835,0.191063709622421,-1.58559001570382,-5.33386926285385,-0.942609970788856,"skr-18","SKp1 Related (ubiquitin ligase complex component)","chrIV:794895-794836",260116,0.856693623365092,0.00480219093050836,NA,NA,NA,NA,NA,NA,260116,"GO:0005634///GO:0005737","nucleus///cytoplasm","GO:0006511///GO:0016567///GO:0031146","ubiquitin-dependent protein catabolic process///protein ubiquitination///SCF-dependent proteasomal ubiquitin-dependent protein catabolic process","GO:0097602","cullin family protein binding","skr-18"
"A_12_P154995",0.371361856473376,0.191409965675552,-1.58402554040375,-5.33569228834093,-1.46191680198271,"Y73B6BL.28","hypothetical protein","chrIV:6483251-6483192",190657,1.3299793110002,0.00479348631548134,NA,NA,NA,NA,NA,NA,190657,"","","","","","","Y73B6BL.28"
"A_12_P103205",0.409947020020411,0.226813809354023,-1.53808436460471,-5.33596767842342,-1.01009333888513,"K07A1.4","hypothetical protein","chrI:9588795-9588736",187081,1.10252956218967,0.00479217274381478,NA,NA,NA,NA,NA,NA,187081,"","","","","","","K07A1.4"
"A_12_P109303",0.48813098622905,0.306083600077071,-1.40257452761976,-5.33620640020568,-0.926504773494318,"C11E4.1","hypothetical protein","chrX:9585704-9585763",181178,1.58341853783193,0.00479103436460406,NA,NA,NA,NA,NA,NA,181178,"GO:0005615","extracellular space","GO:0000302///GO:0006979///GO:0098869","response to reactive oxygen species///response to oxidative stress///cellular oxidant detoxification","GO:0004601///GO:0004602///GO:0016491","peroxidase activity///glutathione peroxidase activity///oxidoreductase activity","C11E4.1"
"A_12_P114677",0.488342049611011,0.306364208309868,-1.40144911842038,-5.33730861613498,-0.925761357030641,"nhr-179","Nuclear Hormone Receptor family","chrV:1615834-1615775",184562,1.58341853783193,0.0047857817780218,NA,NA,NA,NA,NA,NA,184562,"GO:0005634","nucleus","GO:0006355","regulation of transcription, DNA-templated","GO:0003677///GO:0003700///GO:0008270///GO:0043565///GO:0046872","DNA binding///DNA-binding transcription factor activity///zinc ion binding///sequence-specific DNA binding///metal ion binding","nhr-179"
"A_12_P134634",0.488560843755762,0.306603492706239,-1.4004904880053,-5.33824756007991,-0.925128110355979,"Y17G7B.24","hypothetical protein","chrII:12013121-12013718",3565219,1.58341853783193,0.00478131178127712,NA,NA,NA,NA,NA,NA,3565219,"","","","","","","Y17G7B.24"
"A_12_P100783",0.371866141581211,0.19195115694823,-1.58158619925656,-5.33853411064483,-0.709057745725375,"W09G3.1","hypothetical protein","chrI:13828204-13828145",173250,0.646060436215981,0.00477994843797589,NA,NA,NA,NA,NA,NA,173250,"","","","","","","W09G3.1"
"A_12_P119043",0.372127984437915,0.192266104726398,1.58016991636476,-5.34018370704442,0.709906340328517,"pqn-44","Prion-like-(Q/N-rich)-domain-bearing protein","chrI:5372998-5372939",172187,0.647413383553829,0.00477210754917134,NA,NA,NA,NA,NA,NA,172187,"","","GO:0048255","mRNA stabilization","GO:1990817","RNA adenylyltransferase activity","pqn-44"
"A_12_P154670",0.372158446604007,0.192327599903233,-1.57989366202935,-5.34050543893337,-0.832415055685905,"Y9C9A.16","hypothetical protein","chrIV:4973671-4973612",189421,0.759270413666007,0.00477057978023247,NA,NA,NA,NA,NA,NA,189421,"GO:0005739","mitochondrion","GO:0070221","sulfide oxidation, using sulfide:quinone oxidoreductase","GO:0016491///GO:0070224///GO:0071949","oxidoreductase activity///sulfide:quinone oxidoreductase activity///FAD binding","Y9C9A.16"
"A_12_P109308",0.372158446604007,0.192338589133088,-1.57984430488785,-5.34056292025896,-1.01070984181951,"B0250.5","hypothetical protein","chrV:20492481-20492540",180344,0.921927167770816,0.00477030687693632,NA,NA,NA,NA,NA,NA,180344,"GO:0005739","mitochondrion","GO:0006574///GO:0009083","valine catabolic process///branched-chain amino acid catabolic process","GO:0008442///GO:0016491///GO:0016616///GO:0050661///GO:0051287","3-hydroxyisobutyrate dehydrogenase activity///oxidoreductase activity///oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor///NADP binding///NAD binding","B0250.5"
"A_12_P134286",0.372158446604007,0.192345007641852,1.57981547809032,-5.3405964917937,1.15516210082309,"Y54G2A.52","hypothetical protein","chrIV:2797197-2797138",6418684,1.05370969233974,0.00477014749701114,NA,NA,NA,NA,NA,NA,6418684,"GO:0016020///GO:0016021","membrane///integral component of membrane","","","","","Y54G2A.52"
"A_12_P103285",0.489222397999841,0.307477119433979,-1.39699866774537,-5.34166820700822,-0.922821503416168,"srw-35","Serpentine Receptor, class W","chrV:16473283-16473342",188301,1.58341853783193,0.00476506234290894,NA,NA,NA,NA,NA,NA,188301,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0007186","G protein-coupled receptor signaling pathway","GO:0008528","G protein-coupled peptide receptor activity","srw-35"
"A_12_P104870",0.489222397999841,0.307503924401884,1.39689173166879,-5.3417729765156,0.922750864185621,"T22C8.6","hypothetical protein","chrII:8627922-8627863",188734,1.58341853783193,0.0047645655143308,NA,NA,NA,NA,NA,NA,188734,"","","","","","","T22C8.6"
"A_12_P109656",0.489222397999841,0.307503924401884,1.39689173166879,-5.3417729765156,0.922750864185621,"K08B12.3","hypothetical protein","chrV:6237504-6237561",187136,1.58341853783193,0.0047645655143308,NA,NA,NA,NA,NA,NA,187136,"","","GO:0016311","dephosphorylation","GO:0016791","phosphatase activity","K08B12.3"
"A_12_P112490",0.489222397999841,0.307503924401884,1.39689173166879,-5.3417729765156,0.922750864185621,"ubc-3","UBiquitin Conjugating enzyme","chrI:1699935-1699994",171734,1.58341853783193,0.0047645655143308,NA,NA,NA,NA,NA,NA,171734,"","","GO:0000209///GO:0006511","protein polyubiquitination///ubiquitin-dependent protein catabolic process","GO:0000166///GO:0005524///GO:0016740///GO:0061631","nucleotide binding///ATP binding///transferase activity///ubiquitin conjugating enzyme activity","ubc-3"
"A_12_P114025",0.489222397999841,0.307503924401884,1.39689173166879,-5.3417729765156,0.922750864185621,"gfi-3","GEI-4(Four) Interacting protein","chrX:14484303-14484362",181544,1.58341853783193,0.0047645655143308,NA,NA,NA,NA,NA,NA,181544,"GO:0005680","anaphase-promoting complex","GO:0007049///GO:0007275///GO:0016567///GO:0031145///GO:0045842///GO:0051301///GO:0051321///GO:0070979","cell cycle///multicellular organism development///protein ubiquitination///anaphase-promoting complex-dependent catabolic process///positive regulation of mitotic metaphase/anaphase transition///cell division///meiotic cell cycle///protein K11-linked ubiquitination","","","gfi-3"
"A_12_P119943",0.489222397999841,0.307503924401884,1.39689173166879,-5.3417729765156,0.922750864185621,"C02F12.8","hypothetical protein","chrX:3690414-3690355",180659,1.58341853783193,0.0047645655143308,NA,NA,NA,NA,NA,NA,180659,"","","","","GO:0005515","protein binding","C02F12.8"
"A_12_P139975",0.489222397999841,0.307503924401884,1.39689173166879,-5.3417729765156,0.922750864185621,"par-6","abnormal embryonic PARtitioning of cytoplasm","chrI:12672766-12673885",173137,1.58341853783193,0.0047645655143308,NA,NA,NA,NA,NA,NA,173137,"GO:0005634///GO:0005737///GO:0005886///GO:0005923///GO:0005938///GO:0016020///GO:0016021///GO:0016324///GO:0030054///GO:0043186","nucleus///cytoplasm///plasma membrane///bicellular tight junction///cell cortex///membrane///integral component of membrane///apical plasma membrane///cell junction///P granule","GO:0007049///GO:0007098///GO:0007155///GO:0007163///GO:0007275///GO:0007338///GO:0007369///GO:0007506///GO:0008406///GO:0009949///GO:0030154///GO:0040001///GO:0051301///GO:0060341","cell cycle///centrosome cycle///cell adhesion///establishment or maintenance of cell polarity///multicellular organism development///single fertilization///gastrulation///gonadal mesoderm development///gonad development///polarity specification of anterior/posterior axis///cell differentiation///establishment of mitotic spindle localization///cell division///regulation of cellular localization","GO:0005080///GO:0005515///GO:0031267","protein kinase C binding///protein binding///small GTPase binding","par-6"
"A_12_P107504",0.372600445666529,0.192612352544504,-1.57861566868592,-5.34199368328279,-1.96217327629884,"C06A5.1","hypothetical protein","chrI:6021895-6021954",182280,1.79120525570799,0.0047635190671449,NA,NA,NA,NA,NA,NA,182280,"GO:0032039","integrator complex","GO:0034474","U2 snRNA 3'-end processing","","","C06A5.1"
"A_12_P106673",0.411358504062932,0.228207301411109,-1.53200925614723,-5.34256029681322,-0.992854207757608,"F08F8.7","hypothetical protein","chrIII:7345942-7345886",176043,1.08801024483061,0.00476083360351474,NA,NA,NA,NA,NA,NA,176043,"GO:0005829","cytosol","GO:0005975///GO:0006098///GO:0009052///GO:0019323///GO:0044262","carbohydrate metabolic process///pentose-phosphate shunt///pentose-phosphate shunt, non-oxidative branch///pentose catabolic process///cellular carbohydrate metabolic process","GO:0003824///GO:0004750///GO:0016853///GO:0016857///GO:0046872","catalytic activity///ribulose-phosphate 3-epimerase activity///isomerase activity///racemase and epimerase activity, acting on carbohydrates and derivatives///metal ion binding","F08F8.7"
"A_12_P131612",0.489319834726489,0.307803315089674,-1.39569815075697,-5.342942427171,-0.921962415236513,"Y41E3.7","hypothetical protein","chrIV:15024988-15025047",178416,1.58341853783193,0.00475902334826152,NA,NA,NA,NA,NA,NA,178416,"GO:0000139","Golgi membrane","","","GO:0000062","fatty-acyl-CoA binding","Y41E3.7"
"A_12_P102931",0.48940262391449,0.307949351398661,-1.39511648797039,-5.34351236521039,-0.921578183712469,"chitinase","hypothetical protein","chrII:9869455-9869396",182437,1.58341853783193,0.0047563246697476,NA,NA,NA,NA,NA,NA,182437,"GO:0016020///GO:0016021","membrane///integral component of membrane","GO:0005975","carbohydrate metabolic process","GO:0008061","chitin binding","chitinase"
"A_12_P130006",0.411760467160311,0.228740767207098,-1.52969457430048,-5.34507178265476,-1.63779293852783,"bmk-1","BiMC related Kinase","chrV:14456506-14456565",179948,1.79747625212553,0.00474894855021173,NA,NA,NA,NA,NA,NA,179948,"GO:0000922///GO:0005634///GO:0005819///GO:0005856///GO:0005874///GO:0005876///GO:0051233","spindle pole///nucleus///spindle///cytoskeleton///microtubule///spindle microtubule///spindle midzone","GO:0007018///GO:0090307///GO:1902845","microtubule-based movement///mitotic spindle assembly///negative regulation of mitotic spindle elongation","GO:0000166///GO:0003774///GO:0003777///GO:0005515///GO:0005524///GO:0008017///GO:0008574","nucleotide binding///motor activity///microtubule motor activity///protein binding///ATP binding///microtubule binding///ATP-dependent microtubule motor activity, plus-end-directed","bmk-1"
"A_12_P101272",0.373731630957455,0.193445185298791,-1.57488911362386,-5.34633204296681,-1.46478374527263,"Y106G6G.1","hypothetical protein","chrI:10330234-10330293",172900,1.34031827267573,0.00474299577704908,NA,NA,NA,NA,NA,NA,172900,"","","","","","","Y106G6G.1"
"A_12_P101227",0.373731630957455,0.193451744405567,-1.57485983090976,-5.34636612558013,-1.10771072919366,"cyp-33B1","CYtochrome P450 family","chrV:9043543-9043653",182888,1.0136052792667,0.00474283489279649,NA,NA,NA,NA,NA,NA,182888,"GO:0005737///GO:0043231","cytoplasm///intracellular membrane-bounded organelle","GO:0006082///GO:0006805///GO:0042738","organic acid metabolic process///xenobiotic metabolic process///exogenous drug catabolic process","GO:0004497///GO:0005506///GO:0008395///GO:0016491///GO:0016705///GO:0016712///GO:0020037///GO:0046872","monooxygenase activity///iron ion binding///steroid hydroxylase activity///oxidoreductase activity///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen///heme binding///metal ion binding","cyp-33B1"
"A_12_P116871",0.37403538013785,0.193698397620514,1.57375941306986,-5.34764683316392,0.620941998819527,"moc-1","MOlybdenum Cofactor biosynthesis","chrX:10136278-10136219",181225,0.568587230557946,0.00473679334988862,NA,NA,NA,NA,NA,NA,181225,"GO:0005737///GO:0005829///GO:0030425///GO:0045211///GO:0099572///GO:0099634","cytoplasm///cytosol///dendrite///postsynaptic membrane///postsynaptic specialization///postsynaptic specialization membrane","GO:0006777///GO:0007529///GO:0018315///GO:0032324///GO:0072579///GO:0097112///GO:0098970","Mo-molybdopterin cofactor biosynthetic process///establishment of synaptic specificity at neuromuscular junction///molybdenum incorporation into molybdenum-molybdopterin complex///molybdopterin cofactor biosynthetic process///glycine receptor clustering///gamma-aminobutyric acid receptor clustering///postsynaptic neurotransmitter receptor diffusion trapping","GO:0005524///GO:0016740///GO:0046872///GO:0061598///GO:0061599","ATP binding///transferase activity///metal ion binding///molybdopterin adenylyltransferase activity///molybdopterin molybdotransferase activity","moc-1"
"A_12_P119330",0.374062419445711,0.193774799732298,1.57341884885385,-5.34804316051992,0.621390400279205,"K12H4.2","hypothetical protein","chrIII:8048248-8048307",176135,0.569120983766751,0.00473492528828441,NA,NA,NA,NA,NA,NA,176135,"GO:0005739","mitochondrion","GO:0017148///GO:0036498///GO:0090071","negative regulation of translation///IRE1-mediated unfolded protein response///negative regulation of ribosome biogenesis","GO:0043023","ribosomal large subunit binding","K12H4.2"
"A_12_P107768",0.374062419445711,0.193860145054091,1.57303858531311,-5.34848566839968,0.685228981936018,"H04D03.4","hypothetical protein","chrIII:10445755-10445696",3565670,0.627741376052784,0.00473284042429751,NA,NA,NA,NA,NA,NA,3565670,"GO:0031462","Cul2-RING ubiquitin ligase complex","","","","","H04D03.4"
"A_12_P151281",0.374062419445711,0.193895367406759,-1.57288169983906,-5.34866822817484,-2.13901377811171,"ril-2","RNAi-Induced Longevity","chrV:12596651-12596592",179725,1.95975567122521,0.0047319805650596,NA,NA,NA,NA,NA,NA,179725,"GO:0005764///GO:0005773///GO:0016020","lysosome///vacuole///membrane","GO:0007040///GO:0015809///GO:0051453","lysosome organization///arginine transport///regulation of intracellular pH","","","ril-2"
"A_12_P112179",0.412596950283232,0.22977523083486,-1.52522331998112,-5.3499225855579,-0.80865471265191,"F54F2.9","hypothetical protein","chrIII:8825329-8825270",176241,0.890099543538776,0.00472607672591379,NA,NA,NA,NA,NA,NA,176241,"GO:0005575///GO:0005634///GO:0016020///GO:0016021///GO:0031965","cellular_component///nucleus///membrane///integral component of membrane///nuclear membrane","GO:0008150","biological_process","GO:0003674///GO:0003677","molecular_function///DNA binding","F54F2.9"
"A_12_P100891",0.490709120106829,0.309615294108188,1.38850595981951,-5.34999119954574,0.917211438297876,"ddr-2","Discoidin Domain Receptor","chrX:3323894-3323953",180622,1.58341853783193,0.00472575399445858,NA,NA,NA,NA,NA,NA,180622,"GO:0005886///GO:0005887///GO:0016020///GO:0016021///GO:0030424///GO:0042995///GO:0043204///GO:0043235","plasma membrane///integral component of plasma membrane///membrane///integral component of membrane///axon///cell projection///perikaryon///receptor complex","GO:0006468///GO:0007169///GO:0007275///GO:0007399///GO:0008045///GO:0016310///GO:0018108///GO:0033674///GO:0038063///GO:0048680///GO:0097376","protein phosphorylation///transmembrane receptor protein tyrosine kinase signaling pathway///multicellular organism development///nervous system development///motor neuron axon guidance///phosphorylation///peptidyl-tyrosine phosphorylation///positive regulation of kinase activity///collagen-activated tyrosine kinase receptor signaling pathway///positive regulation of axon regeneration///interneuron axon guidance","GO:0000166///GO:0004672///GO:0004713///GO:0004714///GO:0005515///GO:0005518///GO:0005524///GO:0016301///GO:0016740///GO:0038062","nucleotide binding///protein kinase activity///protein tyrosine kinase activity///transmembrane receptor protein tyrosine kinase activity///protein binding///collagen binding///ATP binding///kinase activity///transferase activity///protein tyrosine kinase collagen receptor activity","ddr-2"
"A_12_P110122",0.490709120106829,0.309615294108188,1.38850595981951,-5.34999119954574,0.917211438297876,"pcs-1","PhytoChelatin Synthase","chrII:11575688-11575629",174775,1.58341853783193,0.00472575399445858,NA,NA,NA,NA,NA,NA,174775,"","","GO:0010038///GO:0010273///GO:0010312///GO:0046938///GO:0050787///GO:0071585///GO:0098849","response to metal ion///detoxification of copper ion///detoxification of zinc ion///phytochelatin biosynthetic process///detoxification of mercury ion///detoxification of cadmium ion///cellular detoxification of cadmium ion","GO:0016740///GO:0016746///GO:0016756///GO:0046872","transferase activity///transferase activity, transferring acyl groups///glutathione gamma-glutamylcysteinyltransferase activity///metal ion binding","pcs-1"
"A_12_P117598",0.490709120106829,0.309615294108188,1.38850595981951,-5.34999119954574,0.917211438297876,"T10C6.7","hypothetical protein","chrV:16030406-16030347",188376,1.58341853783193,0.00472575399445858,NA,NA,NA,NA,NA,NA,188376,"","","GO:0009790","embryo development","","","T10C6.7"
"A_12_P134526",0.490709120106829,0.309615294108188,1.38850595981951,-5.34999119954574,0.917211438297876,"ZK484.3","hypothetical protein","chrI:6069113-6069054",266835,1.58341853783193,0.00472575399445858,NA,NA,NA,NA,NA,NA,266835,"","","","","","","ZK484.3"
"A_12_P107356",0.374945203762345,0.194684581638603,1.56937418120163,-5.35274885212745,1.9339066206161,"T28D9.9","hypothetical protein","chrII:6484396-6484337",189045,1.77579735234024,0.00471280129165928,NA,NA,NA,NA,NA,NA,189045,"","","","","","","T28D9.9"
"A_12_P118858",0.375015037829549,0.194764829771528,-1.5690183619102,-5.35316271317842,-1.26117522117696,"Y67D2.2","hypothetical protein","chrIII:1569761-1569820",175310,1.15832868322944,0.00471086043668724,NA,NA,NA,NA,NA,NA,175310,"GO:0005634///GO:0005829///GO:0016020///GO:0016021","nucleus///cytosol///membrane///integral component of membrane","GO:0006508///GO:0016579","proteolysis///protein deubiquitination","GO:0004197///GO:0004843///GO:0008233///GO:0008234///GO:0016787","cysteine-type endopeptidase activity///thiol-dependent ubiquitin-specific protease activity///peptidase activity///cysteine-type peptidase activity///hydrolase activity","Y67D2.2"
"A_12_P110225",0.375015037829549,0.194819871649274,1.56877439501902,-5.35344646594888,0.784457617954517,"C16C8.11","hypothetical protein","chrII:3454440-3454551",173690,0.720598576632082,0.00470953020104682,NA,NA,NA,NA,NA,NA,173690,"","","","","","","C16C8.11"
